Name,Size,MetalOD,LowTempC,LowResistancemile,LowResistancemeter,HiTempC,HiResistancemile,HiResistancemeter,alpha,beta,Type,Validated,minfirstderivative,Tc0hot,Tc0cold
Martin,1351.5,1.3,25,0.0706,4.38689e-05,75,0.0856,5.31895e-05,3.92086e-05,1.86412e-07,ACSRTW,1,-0.471126096177392,411.480646712195,-100
Mackenzie,1359.7,1.259,25,0.0712,4.42417e-05,75,0.086,5.34381e-05,3.96436e-05,1.83926e-07,ACSRTW,1,-0.462002731878274,416.642780608317,-100
Truckee,1372.5,1.248,25,0.0709,4.40553e-05,75,0.0856,5.31895e-05,3.94882e-05,1.82684e-07,ACSRTW,1,-0.459538048084376,418.037908821485,-100
Bobolink,1431,1.291,25,0.0679,4.21912e-05,75,0.082,5.09526e-05,3.78105e-05,1.75227e-07,ACSRTW,1,-0.469119286381333,412.397603717392,-100
Plover,1431,1.337,25,0.0669,4.15698e-05,75,0.081,5.03312e-05,3.71892e-05,1.75227e-07,ACSRTW,1,-0.479263751963883,406.766261041517,-100
Merrimack,1433.6,1.34,25,0.0668,4.15077e-05,75,0.0809,5.02691e-05,3.7127e-05,1.75227e-07,ACSRTW,1,-0.479919639816312,406.41528453672,-100
Miramichi,1455.3,1.302,25,0.0669,4.15698e-05,75,0.0807,5.01448e-05,3.72824e-05,1.71499e-07,ACSRTW,1,-0.471553901605546,410.970588978962,-100
St. Croix,1467.8,1.292,25,0.0667,4.14456e-05,75,0.0804,4.99584e-05,3.71892e-05,1.70256e-07,ACSRTW,1,-0.469336286674123,412.187702652676,-100
Rio Grande,1533.3,1.382,25,0.0628,3.90222e-05,75,0.0758,4.71001e-05,3.49833e-05,1.61557e-07,ACSRTW,1,-0.48904587179615,401.284175788295,-100
Potomac,1557.4,1.345,25,0.0629,3.90843e-05,75,0.0757,4.70379e-05,3.51076e-05,1.59071e-07,ACSRTW,1,-0.480996265128119,405.548765343104,-100
Platte,1569,1.334,25,0.0629,3.90843e-05,75,0.0756,4.69758e-05,3.51386e-05,1.57829e-07,ACSRTW,1,-0.478590330977929,406.836930635754,-100
Falcon,1590,1.408,25,0.0607,3.77173e-05,75,0.0733,4.55466e-05,3.38027e-05,1.56586e-07,ACSRTW,1,-0.494655572082874,398.235080455647,-100
Lapwing,1590,1.358,25,0.0618,3.84008e-05,75,0.0743,4.6168e-05,3.45173e-05,1.55343e-07,ACSRTW,1,-0.483827445879907,403.953931747024,-100
Pecos,1622,1.424,25,0.0595,3.69717e-05,75,0.0718,4.46146e-05,3.31502e-05,1.52858e-07,ACSRTW,1,-0.498092818397664,396.403875051552,-100
Schuylkill,1657.4,1.386,25,0.0595,3.69717e-05,75,0.0715,4.44282e-05,3.32434e-05,1.49129e-07,ACSRTW,1,-0.489898352806497,400.607546278729,-100
James,1730.6,1.47,25,0.0562,3.49211e-05,75,0.0677,4.20669e-05,3.13483e-05,1.42916e-07,ACSRTW,1,-0.507903716690938,391.282724366409,-100
Pee Dee,1758.6,1.427,25,0.0565,3.51076e-05,75,0.0677,4.20669e-05,3.16279e-05,1.39187e-07,ACSRTW,1,-0.498724168617348,395.865781276138,-100
Chukar,1780,1.445,25,0.0555,3.44862e-05,75,0.0666,4.13834e-05,3.10376e-05,1.37945e-07,ACSRTW,1,-0.502576537614436,393.865462116785,-100
Cumberland,1926.9,1.545,25,0.0511,3.17521e-05,75,0.0613,3.80901e-05,2.85831e-05,1.2676e-07,ACSRTW,1,-0.523661597296733,383.369957689334,-100
Athabaska,1949.6,1.504,25,0.0517,3.2125e-05,75,0.0607,3.77173e-05,2.93288e-05,1.11847e-07,ACSRTW,1,-0.515066374630536,387.485624293407,-100
Powder,2153.8,1.602,25,0.0475,2.95152e-05,75,0.0554,3.4424e-05,2.70608e-05,9.81769e-08,ACSRTW,1,-0.535489080903552,377.698914809797,-100
Bluebird,2156,1.608,25,0.0475,2.95152e-05,75,0.0554,3.4424e-05,2.70608e-05,9.81769e-08,ACSRTW,1,-0.536728585767138,377.140859227763,-100
Santee,2627.3,1.762,25,0.0405,2.51656e-05,75,0.0468,2.90802e-05,2.32083e-05,7.8293e-08,ACSRTW,1,-0.567943760459517,363.253328368474,-100
<undefined>,373.20216,0.748,25,0.242731867,0.000150827,240,0.448483672,0.000278676,0.000135961,5.94644e-07,ACCR,0,0,0,0
<undefined>,1033.35,1.222,25,0.082928358,5.15294e-05,240,0.152146826,9.45399e-05,4.65282e-05,2.00049e-07,ACCR,0,0,0,0
<undefined>,427.09344,0.8,25,0.212278167,0.000131904,240,0.39197642,0.000243563,0.00011892,5.19347e-07,ACCR,0,0,0,0
<undefined>,557.76224,1.132,25,0.130117621,8.08515e-05,240,0.240488347,0.000149433,7.2877e-05,3.18983e-07,ACCR,0,0,0,0
<undefined>,679.66192,1.039,25,0.130653989,8.11848e-05,240,0.240535753,0.000149462,7.32456e-05,3.1757e-07,ACCR,0,0,0,0
<undefined>,787.76352,1.151,25,0.109933071,6.83094e-05,240,0.202204169,0.000125644,6.16426e-05,2.66673e-07,ACCR,0,0,0,0
<undefined>,1237.95564,1.35,25,0.076361278,4.74488e-05,240,0.138257676,8.59096e-05,4.29766e-05,1.78887e-07,ACCR,0,0,0,0
<undefined>,824.06616,1.112,25,0.111234789,6.91183e-05,240,0.203962477,0.000126737,6.24184e-05,2.67993e-07,ACCR,0,0,0,0
<undefined>,1035.8415,1.247,25,0.089533911,5.56339e-05,240,0.163293568,0.000101466,5.03046e-05,2.13173e-07,ACCR,0,0,0,0
<undefined>,824.70986,1.128,25,0.109513382,6.80486e-05,240,0.200945617,0.000124862,6.14424e-05,2.64249e-07,ACCR,0,0,0,0
<undefined>,575.4675,0.97,25,0.151744961,9.42902e-05,240,0.279892554,0.000173918,8.50312e-05,3.7036e-07,ACCR,0,0,0,0
<undefined>,633.55798,0.962,25,0.145587164,9.04639e-05,240,0.26786354,0.000166443,8.16291e-05,3.53392e-07,ACCR,0,0,0,0
<undefined>,655.65344,1.006,25,0.137093355,8.51861e-05,240,0.252378705,0.000156821,7.68564e-05,3.33187e-07,ACCR,0,0,0,0
<undefined>,470.3465,0.852,25,0.190079414,0.00011811,240,0.350880104,0.000218027,0.000106492,4.64731e-07,ACCR,0,0,0,0
<undefined>,1594.17024,1.532,25,0.060484777,3.75836e-05,240,0.108027611,6.71254e-05,3.41485e-05,1.37404e-07,ACCR,0,0,0,0
<undefined>,400.2075,0.809,25,0.217137785,0.000134923,240,0.401281159,0.000249345,0.000121619,5.32194e-07,ACCR,0,0,0,0
<undefined>,339.67674,0.724,25,0.262624178,0.000163188,240,0.485468643,0.000301657,0.000147086,6.44044e-07,ACCR,0,0,0,0
<undefined>,296.56224,0.677,25,0.300409159,0.000186666,240,0.555513446,0.000345181,0.000168234,7.37278e-07,ACCR,0,0,0,0
<undefined>,257.4065,0.63,25,0.346141955,0.000215083,240,0.640264265,0.000397843,0.000193832,8.50045e-07,ACCR,0,0,0,0
<undefined>,780.05158,1.067,25,0.118858311,7.38553e-05,240,0.217997525,0.000135458,6.66922e-05,2.86523e-07,ACCR,0,0,0,0
<undefined>,720.78936,1.04,25,0.126618423,7.86772e-05,240,0.232688278,0.000144586,7.10134e-05,3.06553e-07,ACCR,0,0,0,0
<undefined>,1033.35,1.189,25,0.084957824,5.27905e-05,240,0.155676754,9.67333e-05,4.76808e-05,2.04385e-07,ACCR,0,0,0,0
<undefined>,1153.702,1.201,25,0.07794328,4.84318e-05,240,0.145,9.0099e-05,4.35868e-05,1.93801e-07,ACCR,0,0,0,0
<undefined>,795.2072,0.992,25,0.11446331,7.11244e-05,240,0.210199894,0.000130612,6.42072e-05,2.76689e-07,ACCR,0,0,0,0
<undefined>,1033.3058,1.132,25,0.088934785,5.52617e-05,240,0.162462458,0.00010095,4.99491e-05,2.12503e-07,ACCR,0,0,0,0
<undefined>,1621.97528,1.411,25,0.058379739,3.62756e-05,240,0.104819278,6.51318e-05,3.29202e-05,1.34215e-07,ACCR,0,0,0,0
<undefined>,573.3585,0.941,25,0.156209807,9.70645e-05,240,0.287949202,0.000178924,8.7546e-05,3.80741e-07,ACCR,0,0,0,0
<undefined>,266.7747,0.66,25,0.325281213,0.000202121,240,0.601734979,0.000373902,0.000182146,7.98981e-07,ACCR,0,0,0,0
<undefined>,131.29392,0.523,25,0.578632493,0.000359546,240,1.071167728,0.000665594,0.000323959,1.42348e-06,ACCR,0,0,0,0
<undefined>,182.84859,0.719,25,0.348284186,0.000216414,240,0.644741974,0.000400625,0.000194994,8.56794e-07,ACCR,0,0,0,0
<undefined>,270.29601,0.693,25,0.306593578,0.000190509,240,0.567250873,0.000352474,0.000171676,7.53327e-07,ACCR,0,0,0,0
<undefined>,381.92544,0.768,25,0.233541944,0.000145117,240,0.431535769,0.000268145,0.000130811,5.72223e-07,ACCR,0,0,0,0
<undefined>,762.8418,0.99,25,0.117010256,7.2707e-05,240,0.215186138,0.000133711,6.56135e-05,2.83739e-07,ACCR,0,0,0,0
<undefined>,477.06912,0.789,25,0.187034688,0.000116218,240,0.345215545,0.000214508,0.000104789,4.57159e-07,ACCR,0,0,0,0
<undefined>,571.8962,0.845,25,0.158056153,9.82118e-05,240,0.29130643,0.00018101,8.85841e-05,3.85107e-07,ACCR,0,0,0,0
<undefined>,664.6658,0.93,25,0.134860729,8.37988e-05,240,0.248303187,0.000154289,7.56023e-05,3.27861e-07,ACCR,0,0,0,0
<undefined>,958.08096,1.099,25,0.094323907,5.86103e-05,240,0.172788628,0.000107366,5.2941e-05,2.26771e-07,ACCR,0,0,0,0
<undefined>,1334.51288,1.275,25,0.070011887,4.35035e-05,240,0.126894112,7.88485e-05,3.93936e-05,1.64396e-07,ACCR,0,0,0,0
<undefined>,1321.09488,1.382,25,0.072340224,4.49502e-05,240,0.130396843,8.1025e-05,4.07555e-05,1.6779e-07,ACCR,0,0,0,0
<undefined>,1334.43936,1.415,25,0.070478983,4.37937e-05,240,0.127329765,7.91192e-05,3.96861e-05,1.64305e-07,ACCR,0,0,0,0
<undefined>,480.534,0.849,25,0.188847739,0.000117345,240,0.348471865,0.000216531,0.000105812,4.61331e-07,ACCR,0,0,0,0
<undefined>,1852.14816,1.667,25,0.052326901,3.25145e-05,240,0.092607078,5.75435e-05,2.96042e-05,1.16414e-07,ACCR,0,0,0,0
<undefined>,1741.932,1.588,25,0.056297804,3.49819e-05,240,0.099667891,6.19309e-05,3.18483e-05,1.25344e-07,ACCR,0,0,0,0
<undefined>,1961.21571,1.7,25,0.050368292,3.12975e-05,240,0.088491903,5.49865e-05,2.8543e-05,1.10181e-07,ACCR,0,0,0,0
<undefined>,194.52223,0.556,25,0.451275838,0.000280411,240,0.835083006,0.000518898,0.000252679,1.10924e-06,ACCR,0,0,0,0
<undefined>,236.13434,0.603,25,0.377582694,0.00023462,240,0.698517461,0.00043404,0.000211431,9.27535e-07,ACCR,0,0,0,0
<undefined>,207.1683,0.582,25,0.418681091,0.000260157,240,0.774757585,0.000481413,0.00023443,1.0291e-06,ACCR,0,0,0,0
